Gene,AUROC,Spearman,MSE,MAE
DSP,0.9079876317288557,0.7549957266584922,0.8666099276807573,0.7524091
DSTN,0.8035125842642412,0.594263088541125,0.941889527771208,0.77810156
DUSP1,0.6055664744073174,0.21739506962682298,0.8679939111073812,0.7538639
EBNA1BP2,0.8428807771946865,0.6413491022582549,0.44250912136501735,0.5347536
EBP,0.8440635530571862,0.638215616329608,0.5096552520990372,0.54861706
ECT2,0.8364247922232724,0.612664152300311,0.5156700164079666,0.54827464
EFEMP1,0.6349170093836219,0.25739298623103235,0.654734753900104,0.6666437
EFNA1,0.831244328502039,0.6173323616197203,0.6042573915587531,0.60466605
EFNB1,0.8409050255861543,0.6377464600041756,0.3598545855946011,0.48098114
EFNB2,0.8462136955133206,0.6377636521640629,0.4750868578751882,0.55567634
EGLN3,0.7530098421383117,0.453498878230463,0.45091720256540513,0.517887
EGR1,0.6421058174429768,0.2856454176581542,1.1812299489974976,0.88401794
EHD2,0.6383844535272155,0.28438469553892093,0.5698820650577545,0.6121552
EHF,0.8870639178532425,0.7274902287883548,0.5894954403241476,0.60338086
EIF4EBP1,0.8143157962308261,0.5797165542469276,0.4950510644250446,0.55764556
ELF3,0.9095198118912359,0.7486881778944416,0.7597621911101871,0.69946146
ELMO3,0.8527266467104738,0.6316878931211307,0.2929791294866138,0.40997833
ELN,0.649348431025778,0.2817627727833098,0.575208862622579,0.61704767
EMILIN1,0.6761329406205235,0.3486957007500953,0.6627586881319681,0.6617698
EMP1,0.6605545366488991,0.3244552054552331,0.7094551854663425,0.6717575
ENAH,0.7384585151374744,0.4731684981876653,0.5688801142904494,0.60937494
ENC1,0.8232893354682361,0.6153804058131924,0.8096839189529419,0.7221574
ENO1,0.8661984456943986,0.6875821918459867,0.7436912986967299,0.68761575
ENTPD6,0.8639659013757489,0.6857492985548976,0.5245761142836677,0.57304907
EPAS1,0.6823015803853258,0.3560289070379748,0.6619084808561537,0.6545224
EPB41L4B,0.8559108404916047,0.6525999529515927,0.5778785381052229,0.5835656
EPCAM,0.9039494500343557,0.7560206774050532,1.426566607422299,0.9685935
EPHA2,0.8106425713711121,0.574694030857954,0.38944148851765525,0.47957706
EPHB2,0.8189036539377296,0.5844545962162544,0.4668321973747677,0.5290287
EPHB3,0.8408430775429314,0.6355470187843623,0.6618618137306638,0.62097293
EPPK1,0.8452895027205326,0.6377378565614147,0.49921636945671505,0.5571925
EPS8L2,0.8640400997795873,0.6947412295354013,0.47819623351097107,0.5485023
EPS8L3,0.8793745861574146,0.6905813269954404,0.4411279112100601,0.51053965
EPSTI1,0.8131922926352169,0.5976129801692025,0.5756331781546274,0.61239797
ERBB2,0.8428188160223022,0.6525085437444498,0.48883481985992855,0.55024374
ERBB3,0.8682457753044419,0.6815078190095224,0.5819833907816145,0.59290993
ERN2,0.8722420296692689,0.6755881027829173,0.40126871897114647,0.4755212
ERO1A,0.8480014086495155,0.6439104486479541,0.674951497051451,0.6473589
ERRFI1,0.7460145531640551,0.466322944884613,0.5572859777344598,0.59992194
ESRP1,0.8902539336461922,0.7223564452126519,0.4238467746310764,0.5063297
ESRP2,0.8703517432029981,0.6521843196740974,0.3462407870425118,0.44108814
ETHE1,0.8442506148917501,0.6241003609579739,0.5082245104842715,0.55747676
ETS2,0.8515326187515739,0.6576300527548042,0.7375192840894064,0.6881416
ETV4,0.8339244816628177,0.5791604157905125,0.7598036378622055,0.6344701
EVPL,0.8440831582255464,0.6185795132180265,0.517337355348799,0.548623
EXPH5,0.8414790414852468,0.5825093117278465,0.3064424503180716,0.3996691
EZR,0.8865647321499606,0.7230276167688183,0.6518669128417969,0.64301866
F11R,0.865048072704163,0.6782215342947197,0.4376748402913411,0.52893615
F13A1,0.6305793942800149,0.2283954015674784,0.41107576588789624,0.49705374
F2RL1,0.8454864350507836,0.6213788883953097,0.4014869663450453,0.47663233
F3,0.7925738823844575,0.5568078245750708,0.7728808952702416,0.69089544
FABP1,0.6961227975778893,0.342069873772949,1.5779259767797258,0.91392094
FAM136A,0.840582699226907,0.6226070236222093,0.46453504926628536,0.53176934
FAM3B,0.7334831311616612,0.34534635025610905,0.5541838051544296,0.5223554
FAM3D,0.7876560525141034,0.4819375931008048,0.46547474960486096,0.49823195
FAM83E,0.8137858655370259,0.5345851670184032,0.25163303895129097,0.3468481
FAM83H,0.8814032828897838,0.700909533584812,0.3958102646801207,0.4850079
FANCA,0.8274038922782484,0.545577246880597,0.3048919116457303,0.38817993
FANCI,0.8343177320201934,0.5824142319506501,0.3491260881225268,0.42703125
FAP,0.6658817186992907,0.30670252629070466,0.3930107090208266,0.5092881
FASN,0.8292743084816158,0.6218022262367979,0.522643334335751,0.5869147
FBL,0.8394842801379769,0.638698099929492,0.4635837707254622,0.54810625
FBLN1,0.6704241904472759,0.32442230380993897,0.685234139362971,0.67725444
FBLN2,0.6047461352385732,0.2030764113266882,0.5618211362096999,0.6143973
FBLN5,0.61351404072579,0.21222636924276184,0.3665553447273042,0.5037863
FBN1,0.6622482621176851,0.3177470992633172,0.7091725998454623,0.6873683
FBP1,0.8056741698960885,0.5621317495647475,0.49036133454905617,0.52363175
FBXO32,0.6926463506744076,0.38931135747753753,0.6035301619105868,0.631431
FCER1G,0.6613016098792697,0.31006467782424835,0.8594396379258897,0.7328021
FCGBP,0.6999101117668209,0.36607145349620496,2.485624631245931,1.1757456
FDFT1,0.8433378144772207,0.6333300731673792,0.5604485819737116,0.5883351
FERMT1,0.8792715038850187,0.6957838385412853,0.6328326563040415,0.60543
FGF7,0.6369308601284774,0.2550416233572602,0.47368366850747,0.54968035
FGFR1,0.6025417857633238,0.20393954630996095,0.4737200372748905,0.5719902
FILIP1L,0.6237309771533722,0.2409511634751368,0.5881964696778191,0.6249652
FKBP10,0.7669959067660748,0.5136465564292251,0.9213953382439084,0.77680826
FLNA,0.736769896780805,0.4720942783548334,0.9127907355626425,0.7720251
FLNB,0.8495254619706295,0.6504375460654157,0.5726064609156715,0.6073662
FMOD,0.6513889433770019,0.28764255118461796,0.7040714919567108,0.67463183
FN1,0.7069518191567717,0.4268325090408315,1.6671380930476718,1.032577
FNDC1,0.6625576585521661,0.29315512106061775,0.43521688381830853,0.5307508
FOS,0.6071926525858189,0.2169322886753765,1.476982010735406,1.0095382
FOSB,0.5210806453061944,0.04288719868870811,0.5354914367198944,0.60098505
FOXM1,0.8276452253672536,0.5515023611832531,0.36601228680875564,0.41862828
FOXQ1,0.7887300291183524,0.5160785966261492,0.7211027128828896,0.6146258
FRK,0.8370989731578854,0.6009109382150376,0.35708354744646287,0.44720733
FSTL1,0.6618304066783393,0.3296415221371156,0.9740924702750312,0.8044391
FTH1,0.8027923025409576,0.5892250410864366,0.8558563391367594,0.70922357
FTL,0.779288468592944,0.5394074025643343,1.6292521357536316,1.0238236
FUT3,0.8306778989281721,0.5810789147916515,0.4850381993585163,0.49381584
FUT6,0.8213830692691251,0.5442035877733513,0.3470021320713891,0.40990236
FXYD3,0.8830070346922705,0.7080976676128251,1.2857224742571514,0.9214292
FXYD5,0.8274295516290283,0.6086046220326178,0.8414068387614356,0.7390033
FXYD6,0.678596548023966,0.3418073570229919,0.38327818115552265,0.51466364
G0S2,0.5609768317952227,0.1080620967679024,0.5641896310779784,0.5763593
GALE,0.8552698821361531,0.6578006645979229,0.4266720182365841,0.49661043
GALNT12,0.8285185739855501,0.6150797440962338,0.459538867076238,0.5248729
GALNT3,0.8726125362569426,0.6868434415009935,0.557815800110499,0.5764269
GALNT4,0.8442255738958055,0.6305978857833867,0.42990850905577344,0.5096786
GALNT5,0.839624260023685,0.6112442665494406,0.577879743443595,0.56511
GCHFR,0.8202161844520534,0.5821557802737253,0.5367171714703242,0.54438806
GCNT3,0.7921658476966926,0.506554945986063,0.6701026360193888,0.5822661
GDA,0.7842073716918249,0.47872275179900925,0.8558672169844309,0.6306682
GDF15,0.8263400612683347,0.6024199214233383,1.160786145263248,0.81195253
GEM,0.6318196857977318,0.26549874251671013,0.6009430156813728,0.63178295
GFPT1,0.869681801972185,0.6806060725976449,0.6985540555583106,0.67256314
GGH,0.8410681701417464,0.6403890063201085,0.6502145462565951,0.6256529
GGT6,0.7831783463099394,0.45968393923968065,0.4512731118334664,0.4740281
GINS1,0.8284134704520278,0.5402751587505956,0.24890869938664967,0.3465923
